cord_uid,doi,sha,pdf_json_files,pmc_json_files,title,trigger_terms,appositive_phrases
qae0i0aq,,,,,Clinicopathological characteristics of 8697 patients with COVID-19 in China: meta-analysis,meta-analysis,Clinicopathological characteristics of 8697 patients with COVID-19 in China: meta-analysis
xvak8tmm,,,,,Remdesivir for the treatment of coronavirus COVID-19: a meta-analysis of randomised controlled trials,meta-analysis,Remdesivir for the treatment of coronavirus COVID-19: a meta-analysis
wylgeswj,,,,,COVID19-CT-dataset: an open-access chest CT image repository of 1000+ patients with confirmed COVID-19 diagnosis,repository,-CT-dataset: an open-access chest CT image repository
fyxeukc2,,,,,DatAC: A visual analytics platform to explore climate and air quality indicators associated with the COVID-19 pandemic in Spain,platform,DatAC: A visual analytics platform
5l3m8erw,,,,,Laparoscopic surgery reduces the incidence of surgical site infections compared to the open approach for colorectal procedures: a meta-analysis,meta-analysis,surgery reduces the incidence of surgical site infections compared to the open approach for colorectal procedures: a meta-analysis
9kfiioj8,,,,,Relationship between chronic kidney disease and adverse outcomes of coronavirus disease 2019: a meta-analysis based on adjusted risk estimates,meta-analysis,Relationship between chronic kidney disease and adverse outcomes of coronavirus disease 2019: a meta-analysis
sxitvwls,,,,,CoV-AbDab: the Coronavirus Antibody Database,Database,CoV-AbDab: the Coronavirus Antibody Database
nv3hna3l,,,,,Early prediction keys for COVID-19 cases progression: A meta-analysis,meta-analysis,Early prediction keys for COVID-19 cases progression: A meta-analysis
v353sod9,,,,,Bovine leukemia virus relation to human breast cancer: Meta-analysis,Meta-analysis,Bovine leukemia virus relation to human breast cancer: Meta-analysis
zur62p7q,,,,,Use of hydroxychloroquine and chloroquine in patients with COVID-19: a meta-analysis of randomized clinical trials,meta-analysis,Use of hydroxychloroquine and chloroquine in patients with COVID-19: a meta-analysis
m3j3gjbb,,,,,Fibrosis-4 index and mortality in coronavirus disease 2019: a meta-analysis,meta-analysis,Fibrosis-4 index and mortality in coronavirus disease 2019: a meta-analysis
iphq3amc,,,,,Interventions for the prevention and treatment of COVID-19: a living mapping of research and living network meta-analysis (Protocol),meta-analysis,Interventions for the prevention and treatment of COVID-19: a living mapping of research and living network meta-analysis
hw4kgs6h,,,,,Coronavirus disease 2019 (COVID-19) in children and/or adolescents: a meta-analysis,meta-analysis,Coronavirus disease 2019 (COVID-19) in children and/or adolescents: a meta-analysis
f68z60qx,,,,,Association between inosine triphosphatase rs1127354 polymorphisms and ribavirin-induced anaemia and outcome in hepatitis C virus-infected patients: A meta-analysis,meta-analysis,Association between inosine triphosphatase rs1127354 polymorphisms and ribavirin-induced anaemia and outcome in hepatitis C virus-infected patients: A meta-analysis
2wczynh6,,,,,"Response to: ""Comment on 'The spectrum of COVID-19-associated dermatologic manifestations: An international registry of 716 patients from 31 countries'""",registry,"to: ""Comment on 'The spectrum of COVID-19-associated dermatologic manifestations: An international registry"
vmmw5un8,,,,,Reply To “Comment on ‘The spectrum of COVID-19-associated dermatologic manifestations: an international registry of 716 patients from 31 countries’”,registry,on ‘The spectrum of COVID-19-associated dermatologic manifestations: an international registry
bjun3tmr,,,,,DrugComb update: a more comprehensive drug sensitivity data repository and analysis portal,repository,DrugComb update: a more comprehensive drug sensitivity data repository
fqz6sbjz,,,,,Clinical Properties and Diagnostic Methods of COVID-19 Infection in Pregnancies: Meta-Analysis,Meta-Analysis,Clinical Properties and Diagnostic Methods of COVID-19 Infection in Pregnancies: Meta-Analysis
9nabxyt2,,,,,Cardiac injury associated with severe disease or ICU admission and death in hospitalized patients with COVID-19: a meta-analysis and systematic review,meta-analysis,Cardiac injury associated with severe disease or ICU admission and death in hospitalized patients with COVID-19: a meta-analysis
jdln3pbn,,5122b9b525f18a353f0a519e680a55c638ccbe41,document_parses/pdf_json/5122b9b525f18a353f0a519e680a55c638ccbe41.json,,Molecule Generation Experience: An Open Platform of Material Design for Public Users,Platform,Molecule Generation Experience: An Open Platform
n4308f13,10.1007/s11747-020-00751-1,e5c05d342fab0bff65a4ac3dd46a5a6c16aaf5f9,document_parses/pdf_json/e5c05d342fab0bff65a4ac3dd46a5a6c16aaf5f9.json,document_parses/pmc_json/PMC7661814.xml.json,Conflict and performance in channels: a meta-analysis,meta-analysis,Conflict and performance in channels: a meta-analysis
u7u13k0d,10.3389/fcell.2021.713188,d8962be0b932e0da7e6ab45bd6fef92c0eabad7a,document_parses/pdf_json/d8962be0b932e0da7e6ab45bd6fef92c0eabad7a.json,document_parses/pmc_json/PMC8488377.xml.json,SAS: A Platform of Spike Antigenicity for SARS-CoV-2,Platform,SAS: A Platform
daz3ex90,10.1016/j.jinf.2022.04.029,243c6db0898bc4cac093f0ae72af4bc92d727f78; 2874550e6f7e5a7d56817cdce584018443be7401,document_parses/pdf_json/243c6db0898bc4cac093f0ae72af4bc92d727f78.json; document_parses/pdf_json/2874550e6f7e5a7d56817cdce584018443be7401.json,document_parses/pmc_json/PMC9022375.xml.json,Interferon-induced transmembrane protein 3 gene polymorphisms are associated with COVID-19 susceptibility and severity: A meta-analysis,meta-analysis,protein 3 gene polymorphisms are associated with COVID-19 susceptibility and severity: A meta-analysis
rm2f96qa,10.1002/psp4.12681,54b72b43f5a135547751fcddb24c77a24a93fb71,document_parses/pdf_json/54b72b43f5a135547751fcddb24c77a24a93fb71.json,document_parses/pmc_json/PMC8420371.xml.json,Anti–SARS‐CoV‐2 Repurposing Drug Database: Clinical Pharmacology Considerations,Database,Anti–SARS‐CoV‐2 Repurposing Drug Database
kaunicaa,10.3803/enm.2021.1048,1914a8b7a2b3efdd7b72745f4d03bf2913bcf9e4,document_parses/pdf_json/1914a8b7a2b3efdd7b72745f4d03bf2913bcf9e4.json,document_parses/pmc_json/PMC8419608.xml.json,Dipeptidyl Peptidase-4 Inhibitors and COVID-19-Related Deaths among Patients with Type 2 Diabetes Mellitus: A Meta-Analysis of Observational Studies,Meta-Analysis,Dipeptidyl Peptidase-4 Inhibitors and COVID-19-Related Deaths among Patients with Type 2 Diabetes Mellitus: A Meta-Analysis
dccue6md,10.1101/2020.07.15.20154260,2bd5496eddf8430898e6f0e7655be129b18b7ac6,document_parses/pdf_json/2bd5496eddf8430898e6f0e7655be129b18b7ac6.json,,Neurological manifestations associated with COVID-19: a nationwide registry,registry,Neurological manifestations associated with COVID-19: a nationwide registry
9e8j0mwl,10.1101/2022.03.22.22272790,3f6db3192cb46700479b3629e4e29cb8d115312d,document_parses/pdf_json/3f6db3192cb46700479b3629e4e29cb8d115312d.json,,The World Health Organization's Disease Outbreak News: a retrospective database,database,'s Disease Outbreak News: a retrospective database
2wvqm6h1,10.3390/ijerph19052612,d8c14cdbffe2e1b7762db8aac38497cd499f46be,document_parses/pdf_json/d8c14cdbffe2e1b7762db8aac38497cd499f46be.json,document_parses/pmc_json/PMC8909504.xml.json,The Comparative Efficacy of Treatments for Children and Young Adults with Internet Addiction/Internet Gaming Disorder: An Updated Meta-Analysis,Meta-Analysis,The Comparative Efficacy of Treatments for Children and Young Adults with Internet Addiction/Internet Gaming Disorder: An Updated Meta-Analysis
f1aka0dx,10.1016/j.jinf.2022.03.011,15dc1dd1f112f858a9b8e217050ec03b100b5f51,document_parses/pdf_json/15dc1dd1f112f858a9b8e217050ec03b100b5f51.json,document_parses/pmc_json/PMC8920470.xml.json,The effect of canakinumab on clinical outcomes in patients with COVID-19: a meta-analysis,meta-analysis,The effect of canakinumab on clinical outcomes in patients with COVID-19: a meta-analysis
e7busr8r,10.1101/2020.09.14.20191098,,,,Neutrophil-to-lymphocyte ratio on admission to predict the severity and mortality of COVID-19 patients: a meta-analysis,meta-analysis,to-lymphocyte ratio on admission to predict the severity and mortality of COVID-19 patients: a meta-analysis
m9o0br8p,10.1016/j.diabres.2020.108346,5388902f854c055a20b3276e46f725dd2158057d,document_parses/pdf_json/5388902f854c055a20b3276e46f725dd2158057d.json,document_parses/pmc_json/PMC7375287.xml.json,Comorbid diabetes and the risk of disease severity or death among 8807 COVID-19 patients in China: a meta-analysis,meta-analysis,Comorbid diabetes and the risk of disease severity or death among 8807 COVID-19 patients in China: a meta-analysis
b0f0r2at,10.1007/s00198-021-06161-5,,,,Associations of osteoprotegerin (OPG) TNFRSF11B gene polymorphisms with risk of fractures in older adult populations: meta-analysis of genetic and genome-wide association studies,meta-analysis,) TNFRSF11B gene polymorphisms with risk of fractures in older adult populations: meta-analysis
buxp80j7,10.1128/spectrum.02564-21,13817a6fb99b416569fc425d2b05d974c5f12f55; caff4055f6d80dbe84b103414f533463be8cf16b,document_parses/pdf_json/13817a6fb99b416569fc425d2b05d974c5f12f55.json; document_parses/pdf_json/caff4055f6d80dbe84b103414f533463be8cf16b.json,document_parses/pmc_json/PMC8941893.xml.json,VPipe: an Automated Bioinformatics Platform for Assembly and Management of Viral Next-Generation Sequencing Data,Platform,VPipe: an Automated Bioinformatics Platform
3i2jhvwn,10.1101/2020.04.09.20059683,be905efa72cca903d9c578c4f905b98822089106,document_parses/pdf_json/be905efa72cca903d9c578c4f905b98822089106.json,,Case- fatality rate in COVID- 19 patients: A meta-analysis of publicly accessible database,meta-analysis,in COVID- 19 patients: A meta-analysis
ctmv8fx0,10.1111/bjd.19345,2e7cb60f01e0a25469d12c494d5196b0d3e05a8c,document_parses/pdf_json/2e7cb60f01e0a25469d12c494d5196b0d3e05a8c.json,,Global Hidradenitis Suppurativa COVID‐19 Registry: A Registry to Inform Data‐Driven Management Practices,Registry,Hidradenitis Suppurativa COVID‐19 Registry: A Registry
vfo2qonx,10.1186/s40001-021-00587-7,e9e3d2e4072933fb4c319ddd4fa8b079fae0aedb,document_parses/pdf_json/e9e3d2e4072933fb4c319ddd4fa8b079fae0aedb.json,document_parses/pmc_json/PMC8515156.xml.json,The efficacy and safety of high-flow nasal cannula therapy in patients with COPD and type II respiratory failure: a meta-analysis and systematic review,meta-analysis,type II respiratory failure: a meta-analysis
18t7586x,10.1016/j.jctube.2021.100238,4e6e24077afd4f6d5e3b18276ade2e0c286f7151,document_parses/pdf_json/4e6e24077afd4f6d5e3b18276ade2e0c286f7151.json,document_parses/pmc_json/PMC8102617.xml.json,"Point-of-care program in HIV, tuberculosis, and associated conditions: A virtual global technical assistance platform to strengthen HIV and tuberculosis workforce capacity",platform,"of-care program in HIV, tuberculosis, and associated conditions: A virtual global technical assistance platform"
0lp63sht,10.3390/v14050885,3d1af7c66662a7ba1b6c3bf7e86745579a2e6a11,document_parses/pdf_json/3d1af7c66662a7ba1b6c3bf7e86745579a2e6a11.json,document_parses/pmc_json/PMC9147251.xml.json,Ubiquitous Micro-Modular Homologies among Genomes from Viruses to Bacteria to Human Mitochondrial DNA: Platforms for Recombination during Evolution?,Platforms,Micro-Modular Homologies among Genomes from Viruses to Bacteria to Human Mitochondrial DNA: Platforms
jwqh9axr,10.1136/archdischild-2021-321565,,,,Neurodevelopmental outcomes of preterm infants after randomisation to initial resuscitation with lower (FiO2<</u>0.3) or higher (FiO2>0.6) initial oxygen levels. An individual patient meta-analysis,meta-analysis,. An individual patient meta-analysis
nds2dcrk,10.1002/pds.5440,ef782de45bb63a16cbe39c92db2cc11256233c44,document_parses/pdf_json/ef782de45bb63a16cbe39c92db2cc11256233c44.json,document_parses/pmc_json/PMC9088478.xml.json,COVID‐19 pharmacotherapy utilization patterns during pregnancy: International Registry of Coronavirus Exposure in Pregnancy,Registry,COVID‐19 pharmacotherapy utilization patterns during pregnancy: International Registry
sycoxbvi,10.1186/s12957-021-02451-8,,,,The efficacy and safety of Apatinib combined with TACE in the treatment of hepatocellular carcinoma: a meta-analysis,meta-analysis,The efficacy and safety of Apatinib combined with TACE in the treatment of hepatocellular carcinoma: a meta-analysis
8dj9caqp,10.1016/j.ymthe.2022.02.016,1a47d27c0b74ae09c650f3b5415fdf1f8e4f6646,document_parses/pdf_json/1a47d27c0b74ae09c650f3b5415fdf1f8e4f6646.json,,COVID-19 mRNA vaccines: platforms and current developments,platforms,COVID-19 mRNA vaccines: platforms
21ch1mfs,10.5853/jos.2021.01571,49b3abf95405a768d74ed7736b1ea8a64b7c6dee,document_parses/pdf_json/49b3abf95405a768d74ed7736b1ea8a64b7c6dee.json,document_parses/pmc_json/PMC8829489.xml.json,Trends in Stroke Presentations before and during the COVID-19 Pandemic: A Meta-Analysis,Meta-Analysis,during the COVID-19 Pandemic: A Meta-Analysis
ewgpsyf4,10.3390/bios11110423,508629d7140e8e816d233a288919c97acb0bd50d,document_parses/pdf_json/508629d7140e8e816d233a288919c97acb0bd50d.json,document_parses/pmc_json/PMC8615610.xml.json,OralDisk: A Chair-Side Compatible Molecular Platform Using Whole Saliva for Monitoring Oral Health at the Dental Practice,Platform,OralDisk: A Chair-Side Compatible Molecular Platform
ucgfxffc,10.1101/2020.07.17.20155986,71854e4f6ec7624ae15a36016e795a2dc80ecc0b,document_parses/pdf_json/71854e4f6ec7624ae15a36016e795a2dc80ecc0b.json,,ABO polymorphism and SARS-CoV-2 infection - a meta-analysis,meta-analysis,SARS-CoV-2 infection - a meta-analysis
c5hizgn5,10.1016/j.phymed.2022.153942,,,,Comparative effectiveness of glycyrrhizic acid preparations aimed at preventing and treating anti-tuberculosis drug-induced liver injury: A network meta-analysis of 97 randomized controlled trials,meta-analysis,injury: A network meta-analysis
1tw9vw1q,10.1111/1742-6723.13558,4f04c06e0a4b75435bb1bb5e418d8f50ed6e725a,document_parses/pdf_json/4f04c06e0a4b75435bb1bb5e418d8f50ed6e725a.json,,Informing Emergency Care for all patients: The Registry for Emergency Care (REC) Project Protocol,Registry,Informing Emergency Care for all patients: The Registry
7lyzrmzb,10.1186/s12948-022-00167-y,e26805f297aed90a4d2b355305f98bfa0ea7be20,document_parses/pdf_json/e26805f297aed90a4d2b355305f98bfa0ea7be20.json,document_parses/pmc_json/PMC8762434.xml.json,The risk of anaphylaxis behind authorized COVID-19 vaccines: a meta-analysis,meta-analysis,behind authorized COVID-19 vaccines: a meta-analysis
65yym1sa,10.1016/j.annepidem.2021.07.028,,,,Risk Factors for SARS-CoV-2 Related Mortality and Hospitalization: a Meta-Analysis,Meta-Analysis,Risk Factors for SARS-CoV-2 Related Mortality and Hospitalization: a Meta-Analysis
vxjn00on,10.1016/j.jinf.2022.01.032,152be645beb39298fcaa5d8c4fc72389a0edac5e; 75b4597354c5b46068f773e177af36bdbdc4432a,document_parses/pdf_json/152be645beb39298fcaa5d8c4fc72389a0edac5e.json; document_parses/pdf_json/75b4597354c5b46068f773e177af36bdbdc4432a.json,document_parses/pmc_json/PMC8802164.xml.json,Safety and efficacy of the COVID-19 vaccine in children and/or adolescents:A meta-analysis,meta-analysis,Safety and efficacy of the COVID-19 vaccine in children and/or adolescents:A meta-analysis
haivzuzs,10.3389/fpubh.2021.697642,dca1de713319de92e845b664213f3eadf95aeb25,document_parses/pdf_json/dca1de713319de92e845b664213f3eadf95aeb25.json,document_parses/pmc_json/PMC8416059.xml.json,Anxiety and Depression in Chinese Students During the COVID-19 Pandemic: A Meta-Analysis,Meta-Analysis,During the COVID-19 Pandemic: A Meta-Analysis
n7uus9f3,10.21203/rs.3.rs-1130796/v1,,,,Effectiveness of COVID-19 vaccines against delta variant (B.1.617.2): A meta-analysis,meta-analysis,vaccines against delta variant (B.1.617.2): A meta-analysis
7xs9wmwh,10.1101/2021.06.24.449741,1910fa4f0a0a351c679c3676f123c0bc49613ae3,document_parses/pdf_json/1910fa4f0a0a351c679c3676f123c0bc49613ae3.json,,GraphOmics: An Interactive Platform To Explore And Integrate Multi-Omics Data,Platform,GraphOmics: An Interactive Platform
47a9kt87,10.1186/s42358-022-00236-5,,,,The effect of initiation of urate-lowering treatment during a gout flare on the current episode: a meta-analysis of randomized controlled trials,meta-analysis,The effect of initiation of urate-lowering treatment during a gout flare on the current episode: a meta-analysis
bd0nk0n8,10.2217/fvl-2021-0176,d0a65e22f49301ccef269a43c27a25181482223f,document_parses/pdf_json/d0a65e22f49301ccef269a43c27a25181482223f.json,document_parses/pmc_json/PMC8629369.xml.json,"Non-SARS, non-MERS human coronavirus infections and risk of Kawasaki disease: a meta-analysis",meta-analysis,"Non-SARS, non-MERS human coronavirus infections and risk of Kawasaki disease: a meta-analysis"
l4y7df2f,10.1016/j.cpcardiol.2020.100617,ec11ddf2eedb7f015cd487a816b04acaf95292d9,document_parses/pdf_json/ec11ddf2eedb7f015cd487a816b04acaf95292d9.json,document_parses/pmc_json/PMC7187816.xml.json,Association of Cardiovascular Disease with Coronavirus Disease 2019 (COVID-19) Severity: A Meta-Analysis,Meta-Analysis,(COVID-19) Severity: A Meta-Analysis
w7c3l6r9,10.1016/j.medcli.2020.12.017,513cd96eabe3931724f4fa17d3e8129d0bafe3f4,document_parses/pdf_json/513cd96eabe3931724f4fa17d3e8129d0bafe3f4.json,,Coronary heart disease and COVID-19: a meta-analysis,meta-analysis,Coronary heart disease and COVID-19: a meta-analysis
ukvxy8r4,10.18502/ijph.v50i8.6797,dfa4f1cdd4fcfaf2badac3faf873e33c4b1a6876,document_parses/pdf_json/dfa4f1cdd4fcfaf2badac3faf873e33c4b1a6876.json,document_parses/pmc_json/PMC8643525.xml.json,Association between Thyroid Disease and Severe Coronavirus Disease 2019 (COVID-19) Infection: A Meta-Analysis,Meta-Analysis,(COVID-19) Infection: A Meta-Analysis
3qdjykfu,10.1101/2021.04.12.21255333,,,,The impact of technology systems and professional support in digital mental health interventions: a secondary meta-analysis,meta-analysis,The impact of technology systems and professional support in digital mental health interventions: a secondary meta-analysis
3opmg537,10.1136/bmjstel-2020-000653,f709d4888f59540859389c2c3f9ef7f6f53cc2e2,document_parses/pdf_json/f709d4888f59540859389c2c3f9ef7f6f53cc2e2.json,document_parses/pmc_json/PMC8936585.xml.json,Death notification: a digital communication platform for simulated patient-based training with medical students,platform,Death notification: a digital communication platform
4dgumknb,10.1371/journal.pone.0263932,,,,Effect of trimetazidine on the functional capacity of ischemic heart disease patients not suitable for revascularization: Meta-analysis of randomized controlled trials,Meta-analysis,Effect of trimetazidine on the functional capacity of ischemic heart disease patients not suitable for revascularization: Meta-analysis
molaj7lh,10.1101/2022.01.20.477133,16ab691f62f5ff53bc189b5afdd49195b17051f0; 4777ce4c29ac5776e868b136445ea9f5cd27ff96,document_parses/pdf_json/16ab691f62f5ff53bc189b5afdd49195b17051f0.json; document_parses/pdf_json/4777ce4c29ac5776e868b136445ea9f5cd27ff96.json,document_parses/pmc_json/PMC8820656.xml.json,"Outbreak.info Research Library: A standardized, searchable platform to discover and explore COVID-19 resources and data",platform,"Outbreak.info Research Library: A standardized, searchable platform"
nfao4q1p,10.1016/j.invent.2021.100373,4a6bcdfef6ff3cd5fabc794bed1fde4526ef7396,document_parses/pdf_json/4a6bcdfef6ff3cd5fabc794bed1fde4526ef7396.json,document_parses/pmc_json/PMC7941178.xml.json,Efficacy of digital health interventions in youth with chronic medical conditions: A meta-analysis,meta-analysis,Efficacy of digital health interventions in youth with chronic medical conditions: A meta-analysis
ftea4iwg,10.3390/ijerph18168592,6be122ff00224c303d20d94988273acdaad51689,document_parses/pdf_json/6be122ff00224c303d20d94988273acdaad51689.json,document_parses/pmc_json/PMC8393625.xml.json,Exploring the Leadership–Engagement Nexus: A Moderated Meta-Analysis and Review of Explaining Mechanisms,Meta-Analysis,Leadership–Engagement Nexus: A Moderated Meta-Analysis
6zrn3g9z,10.1093/nar/gkab1020,12c3294d3c677b4155ae7499d690269bb21c981e,document_parses/pdf_json/12c3294d3c677b4155ae7499d690269bb21c981e.json,document_parses/pmc_json/PMC8728243.xml.json,DISCO: a database of Deeply Integrated human Single-Cell Omics data,database,DISCO: a database
44b3r3ti,10.1093/bib/bbac125,,,,deepHPI: a comprehensive deep learning platform for accurate prediction and visualization of host-pathogen protein-protein interactions,platform,deepHPI: a comprehensive deep learning platform
89hntro2,10.1093/cid/ciab639,fbc149487deb4e4646d727499d1da336c147d7e2,document_parses/pdf_json/fbc149487deb4e4646d727499d1da336c147d7e2.json,document_parses/pmc_json/PMC9049274.xml.json,Chest X-ray Analysis With Deep Learning-Based Software as a Triage Test for Pulmonary Tuberculosis: An Individual Patient Data Meta-Analysis of Diagnostic Accuracy,Meta-Analysis,X-ray Analysis With Deep Learning-Based Software as a Triage Test for Pulmonary Tuberculosis: An Individual Patient Data Meta-Analysis
5q7deeby,10.1093/nar/gkx932,1e4181fec183b68f1c863a6465c4a39c867008dc,document_parses/pdf_json/1e4181fec183b68f1c863a6465c4a39c867008dc.json,document_parses/pmc_json/PMC5753373.xml.json,Virus taxonomy: the database of the International Committee on Taxonomy of Viruses (ICTV),database,Virus taxonomy: the database
e4vcqkkg,10.1177/17474930211041202,6f632f4a3964ec7fe92560f7d0c157bb576156cd; 43c57bf5a42f9c6701a80e6d88c8b8f49866cfe0,document_parses/pdf_json/6f632f4a3964ec7fe92560f7d0c157bb576156cd.json; document_parses/pdf_json/43c57bf5a42f9c6701a80e6d88c8b8f49866cfe0.json,document_parses/pmc_json/PMC8521356.xml.json,Stroke network performance during the first COVID-19 pandemic stage: A meta-analysis based on stroke network models,meta-analysis,Stroke network performance during the first COVID-19 pandemic stage: A meta-analysis
bvnabm6h,10.47665/tb.39.1.015,,,,The association of ABO and Rhesus blood type with the risks of developing SARS-CoV-2 infection: A meta-analysis,meta-analysis,The association of ABO and Rhesus blood type with the risks of developing SARS-CoV-2 infection: A meta-analysis
de0dd7q0,10.1016/j.jcv.2016.05.015,3cf8a96491c33a316065475c1f25d454016aaae4,document_parses/pdf_json/3cf8a96491c33a316065475c1f25d454016aaae4.json,document_parses/pmc_json/PMC7106388.xml.json,Human metapneumovirus in patients hospitalized with acute respiratory infections: A meta-analysis,meta-analysis,Human metapneumovirus in patients hospitalized with acute respiratory infections: A meta-analysis
ws0s2qk1,10.1101/2020.04.13.20063669,6fffd29da38651e79d21fe3d018164d10d336653,document_parses/pdf_json/6fffd29da38651e79d21fe3d018164d10d336653.json,,Smoking is Associated with COVID-19 Progression: A Meta-Analysis,Meta-Analysis,Associated with COVID-19 Progression: A Meta-Analysis
sfwxhnz0,10.3389/fpubh.2021.729559,e95c82c17ea46316a1f108de9e02fc73945fb22b,document_parses/pdf_json/e95c82c17ea46316a1f108de9e02fc73945fb22b.json,document_parses/pmc_json/PMC8506153.xml.json,Efficacy of COVID-19 Treatments: A Bayesian Network Meta-Analysis of Randomized Controlled Trials,Meta-Analysis,Efficacy of COVID-19 Treatments: A Bayesian Network Meta-Analysis
hac47dtl,10.1007/s13312-021-2234-2,6d2e1b4e0de50ea69dc33016f22637956f20d2d4,document_parses/pdf_json/6d2e1b4e0de50ea69dc33016f22637956f20d2d4.json,,Outcomes of Neonates Born to Mothers With Coronavirus Disease 2019 (COVID-19) — National Neonatology Forum (NNF) India COVID-19 Registry,Registry,— National Neonatology Forum (NNF) India COVID-19 Registry
kbru1618,10.1016/j.jcv.2016.08.067,,,,Fully automated diagnosis of MERS-CoV infection in respiratory specimen on the IdyllaTM MDx Platform,Platform,Fully automated diagnosis of MERS-CoV infection in respiratory specimen on the IdyllaTM MDx Platform
1ctg0hpn,10.1136/heartjnl-2021-319552,ac39cede89142cd522a6ab2a120c4c55f0c793da,document_parses/pdf_json/ac39cede89142cd522a6ab2a120c4c55f0c793da.json,document_parses/pmc_json/PMC8494537.xml.json,Antiplatelet therapy and outcome in COVID-19: the Health Outcome Predictive Evaluation Registry,Registry,Antiplatelet therapy and outcome in COVID-19: the Health Outcome Predictive Evaluation Registry
brjvt3ng,10.1093/jamiaopen/ooaa061,12a8383e7430c3ee3b89792e72b88f31390827e6,document_parses/pdf_json/12a8383e7430c3ee3b89792e72b88f31390827e6.json,document_parses/pmc_json/PMC7886578.xml.json,The FDA MyStudies app: a reusable platform for distributed clinical trials and real-world evidence studies,platform,The FDA MyStudies app: a reusable platform
t1bphw8f,10.1186/s12887-019-1473-z,97e4ef6563c15d0a2291272e99cdc11dd4c02134,document_parses/pdf_json/97e4ef6563c15d0a2291272e99cdc11dd4c02134.json,document_parses/pmc_json/PMC6477747.xml.json,Faster recovery and reduced paracetamol use – a meta-analysis of EPs 7630 in children with acute respiratory tract infections,meta-analysis,Faster recovery and reduced paracetamol use – a meta-analysis
y3yc5r2m,10.1101/2021.05.04.21256472,d6ea0cb96bb6e7fee5820a565dc865d6f7dfe20c,document_parses/pdf_json/d6ea0cb96bb6e7fee5820a565dc865d6f7dfe20c.json,,Multicentric Evaluation of a Novel Point of Care Electrochemical ELISA Platform for SARS-CoV-2 Specific IgG and IgM Antibody Assay,Platform,Multicentric Evaluation of a Novel Point of Care Electrochemical ELISA Platform
4hvfyxsd,10.1186/1471-2164-9-622,eb824213356f63dbaabe4c3f454914e24d6e6a71,document_parses/pdf_json/eb824213356f63dbaabe4c3f454914e24d6e6a71.json,document_parses/pmc_json/PMC2631582.xml.json,DDESC: Dragon database for exploration of sodium channels in human,database,DDESC: Dragon database
s3nm7kon,10.3390/nu14040818,c0f620742bfabeb59008b87b75d8f11937315458,document_parses/pdf_json/c0f620742bfabeb59008b87b75d8f11937315458.json,document_parses/pmc_json/PMC8879485.xml.json,Efficacy of Vitamin D Supplements in Prevention of Acute Respiratory Infection: A Meta-Analysis for Randomized Controlled Trials,Meta-Analysis,Efficacy of Vitamin D Supplements in Prevention of Acute Respiratory Infection: A Meta-Analysis
lsp07of4,10.1007/s10661-022-09808-w,c7629147f65e430d4bc94e15dd558c9cbea1cc5f,document_parses/pdf_json/c7629147f65e430d4bc94e15dd558c9cbea1cc5f.json,document_parses/pmc_json/PMC8887805.xml.json,"Urban greenery for air pollution control: a meta-analysis of current practice, progress, and challenges",meta-analysis,Urban greenery for air pollution control: a meta-analysis
46e6qae9,10.1016/j.autrev.2012.12.005,1f0ab2bee5fde00f2e1a9a2abd5bc05267d23f7d,document_parses/pdf_json/1f0ab2bee5fde00f2e1a9a2abd5bc05267d23f7d.json,document_parses/pmc_json/PMC7105216.xml.json,Infectome: A platform to trace infectious triggers of autoimmunity,platform,Infectome: A platform
8p2wj5do,10.1136/svn-2021-001423,,,,Dual antiplatelet therapy with ticagrelor may increase the risk of all bleeding events in patients with minor strokes or high risk TIAs: a meta-analysis,meta-analysis,may increase the risk of all bleeding events in patients with minor strokes or high risk TIAs: a meta-analysis
298stx14,10.1002/sim.9372,,,,Bayesian models for aggregate and individual patient data component network meta-analysis,meta-analysis,patient data component network meta-analysis
b0069h4q,10.3389/fimmu.2022.802672,,,,Safety of Neoadjuvant Immunotherapy in Resectable Cancers: A Meta-Analysis,Meta-Analysis,Safety of Neoadjuvant Immunotherapy in Resectable Cancers: A Meta-Analysis
054d2m2r,10.1155/2021/5104102,082db0a8f097b97585f15f7e0fe3d6da8301ebd4,document_parses/pdf_json/082db0a8f097b97585f15f7e0fe3d6da8301ebd4.json,document_parses/pmc_json/PMC8718301.xml.json,"Effects of Physical Exercises on Pulmonary Rehabilitation, Exercise Capacity, and Quality of Life in Children with Asthma: A Meta-Analysis",Meta-Analysis,"Effects of Physical Exercises on Pulmonary Rehabilitation, Exercise Capacity, and Quality of Life in Children with Asthma: A Meta-Analysis"
0n4jq1m3,10.1016/j.cjco.2021.03.001,989c6f20a2b32e9fb429d8d808033a601bafd891,document_parses/pdf_json/989c6f20a2b32e9fb429d8d808033a601bafd891.json,,ANGIOTENSIN RECEPTOR BLOCKERS AND ANGIOTENSIN CONVERTING ENZYME INHIBITORS IN COVID-19 –META-ANALYSIS/META-REGRESSION ADJUSTED FOR CONFOUNDING FACTORS,META-ANALYSIS,BLOCKERS AND ANGIOTENSIN CONVERTING ENZYME INHIBITORS IN COVID-19 –META
